filepath,mel_path,label,group,split,orig_filepath,aug_type,mic_type,experiment,drill_diameter,coolant,gcode_pattern,drill_series,fixture,label_original
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_014.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_014_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_222.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_222_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_011.wav,D:\dataset\mels\sin_desgaste\broca_6_2_011_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_026.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_026_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_221.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_221_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_006.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_006_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_049.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_049_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_274.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_274_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_012.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_012_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_388.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_388_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_455.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_455_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_024.wav,D:\dataset\mels\sin_desgaste\broca_6_2_024_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02005.wav,D:\dataset\mels\sin_desgaste\B02005_mel.npy,sin_desgaste,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_454.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_454_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_441.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_441_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_407.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_407_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_028.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_028_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_049.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_049_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_221.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_221_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_001.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_001_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_446.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_446_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_017.wav,D:\dataset\mels\sin_desgaste\broca_6_2_017_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_493.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_493_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_025.wav,D:\dataset\mels\sin_desgaste\broca_6_2_025_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_014.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_014_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_056.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_056_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_007.wav,D:\dataset\mels\sin_desgaste\broca_6_2_007_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_459.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_459_mel.npy,desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_098.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_098_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset/Con falla/6mm_A100/E4_Micrófono2 (condensador)/broca_6_2_590.wav,D:\dataset\mels\desgastado\broca_6_2_590_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_330.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_330_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_016.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_016_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_108.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_108_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_265.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_265_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_010.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_010_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02004.wav,D:\dataset\mels\sin_desgaste\B02004_mel.npy,sin_desgaste,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_067.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_067_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_287.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_287_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_016.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_016_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_198.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_198_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_130.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_130_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:\dataset\Con falla limpios\8mm_A100\E2_Micrófono1 (dinámico)\B02024.wav,D:\dataset\mels\medianamente_desgastado\B02024_mel.npy,medianamente_desgastado,Con falla limpios/8mm_A100/E2_Micrófono1 (dinámico),train,,original,dinamico,E2,8,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_580.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_580_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_010.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_010_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_365.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_365_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_018.wav,D:\dataset\mels\sin_desgaste\limpio_broca_6_2_018_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_017.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_017_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_145.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_145_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_468.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_468_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_241.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_241_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_289.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_289_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_386.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_386_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_382.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_382_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_100.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_100_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_571.wav,D:\dataset\mels\desgastado\limpio_broca6_1_571_mel.npy,desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_028.wav,D:\dataset\mels\sin_desgaste\broca_6_2_028_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_138.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_138_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_157.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_157_mel.npy,medianamente_desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_019.wav,D:\dataset\mels\sin_desgaste\limpio_broca6_1_019_mel.npy,sin_desgaste,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_018.wav,D:\dataset\mels\sin_desgaste\broca_6_2_018_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_300.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_300_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_148.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_148_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_473.wav,D:\dataset\mels\medianamente_desgastado\broca_6_2_473_mel.npy,desgastado,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla\6mm_A100\E4_Micrófono2 (condensador)\broca_6_2_026.wav,D:\dataset\mels\sin_desgaste\broca_6_2_026_mel.npy,sin_desgaste,Con falla/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,sin_desgaste
D:/dataset\Con falla limpios\6mm_A100\E3_Micrófono2 (condensador)\limpio_broca6_1_100.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca6_1_100_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E1_Micrófono2 (condensador),train,,original,condensador,E3,6,yes,linear,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_115.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_115_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
D:/dataset\Con falla limpios\6mm_A100\E4_Micrófono2 (condensador)\limpio_broca_6_2_309.wav,D:\dataset\mels\medianamente_desgastado\limpio_broca_6_2_309_mel.npy,medianamente_desgastado,Con falla limpios/6mm_A100/E2_Micrófono2 (condensador),train,,original,condensador,E4,6,yes,spiral,A100,prensa_mecanica,medianamente_desgastado
